"Year","Media","Pais"
"1986","26.47","French Polynesia"
"1986","4.97","French Southern And Antarctic Lands"
"1986","24.3","Gabon"
"1986","27.74","Gambia"
"1986","19.57","Gaza Strip"
"1986","8.8","Georgia"
"1986","8.09","Germany"
"1986","26.89","Ghana"
"1986","15.14","Greece"
"1986","-18.13","Greenland"
"1986","26.89","Grenada"
"1986","26.6","Guadeloupe"
"1986","27.32","Guam"
"1986","23.4","Guatemala"
"1986","10.4","Guernsey"
"1986","25.53","Guinea"
"1986","27.01","Guinea Bissau"
"1986","26.29","Guyana"
"1986","26.66","Haiti"
"1986","2.58","Heard Island And Mcdonald Islands"
"1986","24.95","Honduras"
"1986","22.91","Hong Kong"
"1986","9.78","Hungary"
"1986","1.54","Iceland"
"1986","24.29","India"
"1986","26.06","Indonesia"
"1986","17.7","Iran"
"1986","22.32","Iraq"
"1986","8.73","Ireland"
"1986","8.78","Isle Of Man"
"1986","20","Israel"
"1986","13.13","Italy"
"1986","26.32","Jamaica"
"1986","11.69","Japan"
"1986","10.4","Jersey"
"1986","19.74","Jordan"
"1986","5.69","Kazakhstan"
"1986","24.42","Kenya"
"1986","27.69","Kingman Reef"
"1986","27.17","Kiribati"
"1986","25.44","Kuwait"
"1986","3.81","Kyrgyzstan"
"1986","23.74","Laos"
"1986","5.4","Latvia"
"1986","18.11","Lebanon"
"1986","14.45","Lesotho"
"1986","25.48","Liberia"
"1986","22.54","Libya"
"1986","4.85","Liechtenstein"
"1986","5.95","Lithuania"
"1986","9.03","Luxembourg"
"1986","22.71","Macau"
"1986","10.67","Macedonia"
"1986","22.79","Madagascar"
"1986","21.51","Malawi"
"1986","26.19","Malaysia"
"1986","28.52","Mali"
"1986","18.78","Malta"
"1986","26.36","Martinique"
"1986","27.5","Mauritania"
"1986","23.69","Mauritius"
"1986","26.61","Mayotte"
"1986","20.85","Mexico"
"1986","9.17","Moldova"
"1986","9.52","Monaco"
"1986","-0.21","Mongolia"
"1986","10.67","Montenegro"
"1986","26.65","Montserrat"
"1986","17.79","Morocco"
"1986","23.78","Mozambique"
"1986","21","Namibia"
"1986","14.93","Nepal"
"1986","9.22","Netherlands"
"1986","8.81","Netherlands (Europe)"
"1986","22.94","New Caledonia"
"1986","10.94","New Zealand"
"1986","26.24","Nicaragua"
"1986","27.92","Niger"
"1986","27.07","Nigeria"
"1986","25.29","Niue"
"1986","2.66","North America"
"1986","6.58","North Korea"
"1986","27.32","Northern Mariana Islands"
"1986","-0.04","Norway"
"1986","21.93","Oceania"
"1986","26.85","Oman"
"1986","20.64","Pakistan"
"1986","27.77","Palau"
"1986","23.34","Palestina"
"1986","27.72","Palmyra Atoll"
"1986","26.7","Panama"
"1986","24.87","Papua New Guinea"
"1986","24.11","Paraguay"
"1986","20.13","Peru"
"1986","26.79","Philippines"
"1986","7.46","Poland"
"1986","14.73","Portugal"
"1986","25.69","Puerto Rico"
"1986","27.2","Qatar"
"1986","23.41","Reunion"
"1986","8.94","Romania"
"1986","-4.89","Russia"
"1986","19.63","Rwanda"
"1986","26.88","Saint Barthélemy"
"1986","26.12","Saint Kitts And Nevis"
"1986","26.84","Saint Lucia"
"1986","26.88","Saint Martin"
"1986","4.12","Saint Pierre And Miquelon"
"1986","26.97","Saint Vincent And The Grenadines"
"1986","26.67","Samoa"
"1986","14.12","San Marino"
"1986","25.88","Sao Tome And Principe"
"1986","25.65","Saudi Arabia"
"1986","28.02","Senegal"
"1986","10.15","Serbia"
"1986","27.08","Seychelles"
"1986","26.08","Sierra Leone"
"1986","26.85","Singapore"
"1986","26.88","Sint Maarten"
"1986","7.67","Slovakia"
"1986","9.68","Slovenia"
"1986","27.02","Solomon Islands"
"1986","27.04","Somalia"
"1986","17.95","South Africa"
"1986","22.26","South America"
"1986","1.87","South Georgia And The South Sandwich Isla"
"1986","11.6","South Korea"
"1986","13.88","Spain"
"1986","27.42","Sri Lanka"
"1986","27.24","Sudan"
"1986","26.49","Suriname"
"1986","-7.64","Svalbard And Jan Mayen"
"1986","19.44","Swaziland"
"1986","2.21","Sweden"
"1986","7.15","Switzerland"
"1986","18.61","Syria"
"1986","21.91","Taiwan"
"1986","4.55","Tajikistan"
"1986","22.58","Tanzania"
"1986","26.15","Thailand"
"1986","26.48","Timor Leste"
"1986","27.03","Togo"
"1986","23.18","Tonga"
"1986","26.26","Trinidad And Tobago"
"1986","20.28","Tunisia"
"1986","12.26","Turkey"
"1986","15.52","Turkmenistan"
"1986","27.1","Turks And Caicas Islands"
"1986","23.45","Uganda"
"1986","8.01","Ukraine"
"1986","27.87","United Arab Emirates"
"1986","8","United Kingdom"
"1986","8.1","United Kingdom (Europe)"
"1986","9.56","United States"
"1986","18.11","Uruguay"
"1986","13.13","Uzbekistan"
"1986","25.27","Venezuela"
"1986","23.93","Vietnam"
"1986","26.61","Virgin Islands"
"1986","22.42","Western Sahara"
"1986","26.05","Yemen"
"1986","21.29","Zambia"
"1986","21.2","Zimbabwe"
"1987","14.98","Afghanistan"
"1987","24.92","Africa"
"1987","3.72","Åland"
"1987","13","Albania"
"1987","24.25","Algeria"
"1987","26.9","American Samoa"
"1987","11.68","Andorra"
"1987","22.75","Angola"
"1987","27.38","Anguilla"
"1987","27.22","Antigua And Barbuda"
"1987","15.19","Argentina"
"1987","9","Armenia"
"1987","28.86","Aruba"
"1987","7.51","Asia"
"1987","22.07","Australia"
"1987","6.17","Austria"
"1987","11.52","Azerbaijan"
"1987","25.6","Bahamas"
"1987","26.64","Bahrain"
"1987","26.04","Baker Island"
"1987","25.64","Bangladesh"
"1987","27.34","Barbados"
"1987","4.34","Belarus"
"1987","9.07","Belgium"
"1987","25.46","Belize"
"1987","28.21","Benin"
"1987","12.32","Bhutan"
"1987","21.87","Bolivia"
"1987","28.21","Bonaire, Saint Eustatius And Saba"
"1987","10.62","Bosnia And Herzegovina"
"1987","23.14","Botswana"
"1987","25.56","Brazil"
"1987","27.14","British Virgin Islands"
"1987","10.42","Bulgaria"
"1987","29.16","Burkina Faso"
"1987","24.35","Burma"
"1987","20.97","Burundi"
"1987","27.37","Cambodia"
"1987","25.02","Cameroon"
"1987","-3.34","Canada"
"1987","24.93","Cape Verde"
"1987","27.22","Cayman Islands"
"1987","25.87","Central African Republic"
"1987","27.66","Chad"
"1987","10.27","Chile"
"1987","7.25","China"
"1987","26.42","Christmas Island"
"1987","25.63","Colombia"
"1987","26.36","Comoros"
"1987","25.13","Congo"
"1987","24.58","Congo (Democratic Republic Of The)"
"1987","26.75","Costa Rica"
"1987","27","Côte D'Ivoire"
"1987","11.4","Croatia"
"1987","25.92","Cuba"
"1987","28.37","Curaçao"
"1987","18.88","Cyprus"
"1987","7.16","Czech Republic"
"1987","-18.2","Denmark"
"1987","6.95","Denmark (Europe)"
"1987","29.11","Djibouti"
"1987","26.95","Dominica"
"1987","26.29","Dominican Republic"
"1987","22.85","Ecuador"
"1987","22.85","Egypt"
"1987","25.74","El Salvador"
"1987","25.49","Equatorial Guinea"
"1987","27.13","Eritrea"
"1987","3.28","Estonia"
"1987","23.63","Ethiopia"
"1987","7.41","Europe"
"1987","6.63","Falkland Islands (Islas Malvinas)"
"1987","7.1","Faroe Islands"
"1987","27.39","Federated States Of Micronesia"
"1987","25.16","Fiji"
"1987","-0.16","Finland"
"1987","12.96","France"
"1987","10.43","France (Europe)"
"1987","26.67","French Guiana"
"1987","26.8","French Polynesia"
"1987","5.29","French Southern And Antarctic Lands"
"1987","24.85","Gabon"
"1987","28.39","Gambia"
"1987","19.53","Gaza Strip"
"1987","8.17","Georgia"
"1987","7.59","Germany"
"1987","27.78","Ghana"
"1987","14.91","Greece"
"1987","-18.72","Greenland"
"1987","27.65","Grenada"
"1987","27.13","Guadeloupe"
"1987","27.39","Guam"
"1987","23.68","Guatemala"
"1987","10.69","Guernsey"
"1987","26.31","Guinea"
"1987","27.55","Guinea Bissau"
"1987","26.91","Guyana"
"1987","26.95","Haiti"
"1987","2.73","Heard Island And Mcdonald Islands"
"1987","25.31","Honduras"
"1987","23.58","Hong Kong"
"1987","9.54","Hungary"
"1987","2.55","Iceland"
"1987","24.79","India"
"1987","26.37","Indonesia"
"1987","18.4","Iran"
"1987","22.61","Iraq"
"1987","9.44","Ireland"
"1987","9.13","Isle Of Man"
"1987","19.95","Israel"
"1987","13.18","Italy"
"1987","26.86","Jamaica"
"1987","12.54","Japan"
"1987","10.69","Jersey"
"1987","19.9","Jordan"
"1987","5.53","Kazakhstan"
"1987","25.02","Kenya"
"1987","27.8","Kingman Reef"
"1987","27.6","Kiribati"
"1987","26.02","Kuwait"
"1987","4","Kyrgyzstan"
"1987","24.35","Laos"
"1987","3.87","Latvia"
"1987","17.91","Lebanon"
"1987","14.53","Lesotho"
"1987","26.33","Liberia"
"1987","22.8","Libya"
"1987","4.69","Liechtenstein"
"1987","4.52","Lithuania"
"1987","8.76","Luxembourg"
"1987","23.39","Macau"
"1987","10.75","Macedonia"
"1987","23.37","Madagascar"
"1987","22.33","Malawi"
"1987","26.52","Malaysia"
"1987","29.64","Mali"
"1987","19.12","Malta"
"1987","26.95","Martinique"
"1987","29.1","Mauritania"
"1987","24.32","Mauritius"
"1987","26.97","Mayotte"
"1987","20.46","Mexico"
"1987","8.02","Moldova"
"1987","9.5","Monaco"
"1987","-0.31","Mongolia"
"1987","10.57","Montenegro"
"1987","27.17","Montserrat"
"1987","18.81","Morocco"
"1987","24.49","Mozambique"
"1987","21.49","Namibia"
"1987","15.57","Nepal"
"1987","9.04","Netherlands"
"1987","8.61","Netherlands (Europe)"
"1987","22.87","New Caledonia"
"1987","11.03","New Zealand"
"1987","26.95","Nicaragua"
"1987","28.23","Niger"
"1987","27.61","Nigeria"
"1987","25.02","Niue"
"1987","3.22","North America"
"1987","7.12","North Korea"
"1987","27.39","Northern Mariana Islands"
"1987","-0.49","Norway"
"1987","21.91","Oceania"
"1987","27.28","Oman"
"1987","21.44","Pakistan"
"1987","27.74","Palau"
"1987","23.36","Palestina"
"1987","27.82","Palmyra Atoll"
"1987","27.22","Panama"
"1987","24.95","Papua New Guinea"
"1987","23.52","Paraguay"
"1987","20.87","Peru"
"1987","27.3","Philippines"
"1987","6.57","Poland"
"1987","15.61","Portugal"
"1987","26.29","Puerto Rico"
"1987","27.38","Qatar"
"1987","24.03","Reunion"
"1987","8.66","Romania"
"1987","-6.27","Russia"
"1987","20.17","Rwanda"
"1987","27.38","Saint Barthélemy"
"1987","26.67","Saint Kitts And Nevis"
"1987","27.55","Saint Lucia"
"1987","27.38","Saint Martin"
"1987","4.83","Saint Pierre And Miquelon"
"1987","27.71","Saint Vincent And The Grenadines"
"1987","26.59","Samoa"
"1987","14.13","San Marino"
"1987","26.38","Sao Tome And Principe"
"1987","26.32","Saudi Arabia"
"1987","28.88","Senegal"
"1987","10.2","Serbia"
"1987","27.42","Seychelles"
"1987","26.88","Sierra Leone"
"1987","27.18","Singapore"
"1987","27.38","Sint Maarten"
"1987","7.15","Slovakia"
"1987","9.73","Slovenia"
"1987","26.96","Solomon Islands"
"1987","27.43","Somalia"
"1987","18.1","South Africa"
"1987","22.62","South America"
"1987","1.2","South Georgia And The South Sandwich Isla"
"1987","12.36","South Korea"
"1987","14.46","Spain"
"1987","27.84","Sri Lanka"
"1987","27.71","Sudan"
"1987","27.17","Suriname"
"1987","-7.98","Svalbard And Jan Mayen"
"1987","19.62","Swaziland"
"1987","1.36","Sweden"
"1987","7.14","Switzerland"
"1987","18.29","Syria"
"1987","22.51","Taiwan"
"1987","4.62","Tajikistan"
"1987","23.09","Tanzania"
"1987","26.65","Thailand"
"1987","26.62","Timor Leste"
"1987","27.92","Togo"
"1987","23.23","Tonga"
"1987","27.05","Trinidad And Tobago"
"1987","20.8","Tunisia"
"1987","11.61","Turkey"
"1987","15.44","Turkmenistan"
"1987","27.34","Turks And Caicas Islands"
"1987","23.97","Uganda"
"1987","6.18","Ukraine"
"1987","28.09","United Arab Emirates"
"1987","8.33","United Kingdom"
"1987","8.45","United Kingdom (Europe)"
"1987","9.63","United States"
"1987","17.66","Uruguay"
"1987","12.85","Uzbekistan"
"1987","25.98","Venezuela"
"1987","24.6","Vietnam"
"1987","27.14","Virgin Islands"
"1987","23.73","Western Sahara"
"1987","26.61","Yemen"
"1987","22.31","Zambia"
"1987","22.32","Zimbabwe"
"1988","15.39","Afghanistan"
"1988","24.57","Africa"
"1988","6","Åland"
"1988","13.04","Albania"
"1988","23.82","Algeria"
"1988","27.09","American Samoa"
"1988","11.97","Andorra"
"1988","22.41","Angola"
"1988","27.14","Anguilla"
"1988","26.95","Antigua And Barbuda"
"1988","14.84","Argentina"
"1988","8.63","Armenia"
"1988","28.35","Aruba"
"1988","8.23","Asia"
"1988","22.63","Australia"
"1988","7.08","Austria"
"1988","11.59","Azerbaijan"
"1988","25.37","Bahamas"
"1988","26.63","Bahrain"
"1988","25.9","Baker Island"
"1988","25.71","Bangladesh"
"1988","27.01","Barbados"
"1988","6.42","Belarus"
"1988","10.46","Belgium"
"1988","25.51","Belize"
"1988","27.59","Benin"
"1988","12.66","Bhutan"
"1988","21.47","Bolivia"
"1988","27.58","Bonaire, Saint Eustatius And Saba"
"1988","10.98","Bosnia And Herzegovina"
"1988","22.25","Botswana"
"1988","25.18","Brazil"
"1988","26.83","British Virgin Islands"
"1988","10.76","Bulgaria"
"1988","28.44","Burkina Faso"
"1988","24.37","Burma"
"1988","20.64","Burundi"
"1988","27.12","Cambodia"
"1988","24.68","Cameroon"
"1988","-4.13","Canada"
"1988","24.62","Cape Verde"
"1988","27.26","Cayman Islands"
"1988","25.53","Central African Republic"
"1988","27.32","Chad"
"1988","9.73","Chile"
"1988","7.22","China"
"1988","26.42","Christmas Island"
"1988","25.21","Colombia"
"1988","26.33","Comoros"
"1988","24.92","Congo"
"1988","24.32","Congo (Democratic Republic Of The)"
"1988","25.95","Costa Rica"
"1988","26.49","Côte D'Ivoire"
"1988","11.99","Croatia"
"1988","25.82","Cuba"
"1988","27.78","Curaçao"
"1988","19.08","Cyprus"
"1988","8.52","Czech Republic"
"1988","-17.32","Denmark"
"1988","8.85","Denmark (Europe)"
"1988","29.53","Djibouti"
"1988","26.66","Dominica"
"1988","26.12","Dominican Republic"
"1988","22.13","Ecuador"
"1988","23.24","Egypt"
"1988","25.47","El Salvador"
"1988","25.41","Equatorial Guinea"
"1988","27.24","Eritrea"
"1988","5.74","Estonia"
"1988","23.52","Ethiopia"
"1988","8.41","Europe"
"1988","6.43","Falkland Islands (Islas Malvinas)"
"1988","6.89","Faroe Islands"
"1988","27.52","Federated States Of Micronesia"
"1988","25.92","Fiji"
"1988","1.86","Finland"
"1988","13.58","France"
"1988","11.24","France (Europe)"
"1988","26.22","French Guiana"
"1988","26.68","French Polynesia"
"1988","4.57","French Southern And Antarctic Lands"
"1988","24.77","Gabon"
"1988","28.06","Gambia"
"1988","19.63","Gaza Strip"
"1988","8.21","Georgia"
"1988","9.2","Germany"
"1988","27.24","Ghana"
"1988","15.09","Greece"
"1988","-17.86","Greenland"
"1988","27.33","Grenada"
"1988","26.85","Guadeloupe"
"1988","27.59","Guam"
"1988","23.65","Guatemala"
"1988","11.6","Guernsey"
"1988","25.93","Guinea"
"1988","27.28","Guinea Bissau"
"1988","26.41","Guyana"
"1988","26.89","Haiti"
"1988","2.52","Heard Island And Mcdonald Islands"
"1988","25.27","Honduras"
"1988","22.84","Hong Kong"
"1988","10.22","Hungary"
"1988","1.23","Iceland"
"1988","24.73","India"
"1988","26.25","Indonesia"
"1988","18.51","Iran"
"1988","22.06","Iraq"
"1988","9.87","Ireland"
"1988","9.89","Isle Of Man"
"1988","20.06","Israel"
"1988","13.51","Italy"
"1988","26.74","Jamaica"
"1988","11.97","Japan"
"1988","11.6","Jersey"
"1988","19.81","Jordan"
"1988","6.38","Kazakhstan"
"1988","24.66","Kenya"
"1988","27.41","Kingman Reef"
"1988","26.93","Kiribati"
"1988","25.6","Kuwait"
"1988","4.33","Kyrgyzstan"
"1988","23.99","Laos"
"1988","6.15","Latvia"
"1988","17.97","Lebanon"
"1988","13.98","Lesotho"
"1988","25.95","Liberia"
"1988","23.11","Libya"
"1988","5.64","Liechtenstein"
"1988","6.64","Lithuania"
"1988","10.19","Luxembourg"
"1988","22.6","Macau"
"1988","10.74","Macedonia"
"1988","23.25","Madagascar"
"1988","21.97","Malawi"
"1988","26.36","Malaysia"
"1988","28.78","Mali"
"1988","19.36","Malta"
"1988","26.66","Martinique"
"1988","27.95","Mauritania"
"1988","24.14","Mauritius"
"1988","26.93","Mayotte"
"1988","20.74","Mexico"
"1988","8.95","Moldova"
"1988","9.75","Monaco"
"1988","-0.16","Mongolia"
"1988","10.7","Montenegro"
"1988","26.89","Montserrat"
"1988","18.21","Morocco"
"1988","24.09","Mozambique"
"1988","21.06","Namibia"
"1988","15.55","Nepal"
"1988","10.54","Netherlands"
"1988","10.16","Netherlands (Europe)"
"1988","23.77","New Caledonia"
"1988","11.09","New Zealand"
"1988","26.52","Nicaragua"
"1988","27.79","Niger"
"1988","27.04","Nigeria"
"1988","25.9","Niue"
"1988","2.86","North America"
"1988","7.36","North Korea"
"1988","27.59","Northern Mariana Islands"
"1988","0.39","Norway"
"1988","22.44","Oceania"
"1988","27.28","Oman"
"1988","21.81","Pakistan"
"1988","27.71","Palau"
"1988","23.83","Palestina"
"1988","27.43","Palmyra Atoll"
"1988","26.63","Panama"
"1988","25.17","Papua New Guinea"
"1988","23.54","Paraguay"
"1988","20.25","Peru"
"1988","27.19","Philippines"
"1988","8.28","Poland"
"1988","15.1","Portugal"
"1988","25.96","Puerto Rico"
"1988","27.38","Qatar"
"1988","23.85","Reunion"
"1988","9.08","Romania"
"1988","-4.33","Russia"
"1988","19.78","Rwanda"
"1988","27.14","Saint Barthélemy"
"1988","26.35","Saint Kitts And Nevis"
"1988","27.18","Saint Lucia"
"1988","27.14","Saint Martin"
"1988","5.03","Saint Pierre And Miquelon"
"1988","27.33","Saint Vincent And The Grenadines"
"1988","26.81","Samoa"
"1988","14.66","San Marino"
"1988","26.33","Sao Tome And Principe"
"1988","26.14","Saudi Arabia"
"1988","28.38","Senegal"
"1988","10.48","Serbia"
"1988","27.26","Seychelles"
"1988","26.54","Sierra Leone"
"1988","27.07","Singapore"
"1988","27.14","Sint Maarten"
"1988","8.08","Slovakia"
"1988","10.42","Slovenia"
"1988","27.28","Solomon Islands"
"1988","27.48","Somalia"
"1988","17.63","South Africa"
"1988","22.21","South America"
"1988","1.5","South Georgia And The South Sandwich Isla"
"1988","12.23","South Korea"
"1988","14.16","Spain"
"1988","27.61","Sri Lanka"
"1988","27.39","Sudan"
"1988","26.62","Suriname"
"1988","-9.05","Svalbard And Jan Mayen"
"1988","19.4","Swaziland"
"1988","3.1","Sweden"
"1988","7.92","Switzerland"
"1988","18.08","Syria"
"1988","22.32","Taiwan"
"1988","5.32","Tajikistan"
"1988","22.92","Tanzania"
"1988","26.4","Thailand"
"1988","26.81","Timor Leste"
"1988","27.35","Togo"
"1988","24.24","Tonga"
"1988","26.73","Trinidad And Tobago"
"1988","20.93","Tunisia"
"1988","11.62","Turkey"
"1988","15.95","Turkmenistan"
"1988","26.99","Turks And Caicas Islands"
"1988","23.51","Uganda"
"1988","7.78","Ukraine"
"1988","28.14","United Arab Emirates"
"1988","8.97","United Kingdom"
"1988","9.14","United Kingdom (Europe)"
"1988","9.28","United States"
"1988","17.11","Uruguay"
"1988","13.6","Uzbekistan"
"1988","25.55","Venezuela"
"1988","24.13","Vietnam"
"1988","26.83","Virgin Islands"
"1988","22.81","Western Sahara"
"1988","26.78","Yemen"
"1988","21.89","Zambia"
"1988","21.48","Zimbabwe"
"1989","14.13","Afghanistan"
"1989","24.22","Africa"
"1989","7.25","Åland"
"1989","12.8","Albania"
"1989","23.72","Algeria"
"1989","26.75","American Samoa"
"1989","12.59","Andorra"
"1989","22.12","Angola"
"1989","26.85","Anguilla"
"1989","26.69","Antigua And Barbuda"
"1989","15.54","Argentina"
"1989","9.79","Armenia"
"1989","28.13","Aruba"
"1989","8.22","Asia"
"1989","21.86","Australia"
"1989","7.37","Austria"
"1989","12.45","Azerbaijan"
"1989","25.65","Bahamas"
"1989","26.02","Bahrain"
"1989","25.63","Baker Island"
"1989","25.3","Bangladesh"
"1989","26.75","Barbados"
"1989","8.12","Belarus"
"1989","10.92","Belgium"
"1989","25.31","Belize"
"1989","27.16","Benin"
"1989","12.25","Bhutan"
"1989","21.16","Bolivia"
"1989","27.38","Bonaire, Saint Eustatius And Saba"
"1989","11.03","Bosnia And Herzegovina"
"1989","22.1","Botswana"
"1989","24.87","Brazil"
"1989","26.56","British Virgin Islands"
"1989","11.1","Bulgaria"
"1989","28.2","Burkina Faso"
"1989","24.08","Burma"
"1989","20.01","Burundi"
"1989","26.96","Cambodia"
"1989","24.22","Cameroon"
"1989","-5.07","Canada"
"1989","24.57","Cape Verde"
"1989","27.11","Cayman Islands"
"1989","25.32","Central African Republic"
"1989","26.84","Chad"
"1989","10.02","Chile"
"1989","7.24","China"
"1989","26.29","Christmas Island"
"1989","24.86","Colombia"
"1989","25.78","Comoros"
"1989","24.61","Congo"
"1989","23.92","Congo (Democratic Republic Of The)"
"1989","25.78","Costa Rica"
"1989","26.39","Côte D'Ivoire"
"1989","12.1","Croatia"
"1989","25.9","Cuba"
"1989","27.56","Curaçao"
"1989","19.08","Cyprus"
"1989","8.98","Czech Republic"
"1989","-18.78","Denmark"
"1989","9.57","Denmark (Europe)"
"1989","28.8","Djibouti"
"1989","26.38","Dominica"
"1989","25.9","Dominican Republic"
"1989","21.88","Ecuador"
"1989","22.79","Egypt"
"1989","25.2","El Salvador"
"1989","25.13","Equatorial Guinea"
"1989","26.65","Eritrea"
"1989","7.18","Estonia"
"1989","22.86","Ethiopia"
"1989","9.27","Europe"
"1989","7.33","Falkland Islands (Islas Malvinas)"
"1989","7.13","Faroe Islands"
"1989","27.11","Federated States Of Micronesia"
"1989","25.45","Fiji"
"1989","3.67","Finland"
"1989","13.93","France"
"1989","11.73","France (Europe)"
"1989","25.89","French Guiana"
"1989","26.43","French Polynesia"
"1989","5.42","French Southern And Antarctic Lands"
"1989","24.51","Gabon"
"1989","27.83","Gambia"
"1989","19.54","Gaza Strip"
"1989","8.94","Georgia"
"1989","9.68","Germany"
"1989","27","Ghana"
"1989","14.88","Greece"
"1989","-19.37","Greenland"
"1989","27","Grenada"
"1989","26.59","Guadeloupe"
"1989","27.43","Guam"
"1989","23.31","Guatemala"
"1989","12.36","Guernsey"
"1989","25.74","Guinea"
"1989","27.03","Guinea Bissau"
"1989","26.11","Guyana"
"1989","26.66","Haiti"
"1989","2.92","Heard Island And Mcdonald Islands"
"1989","24.92","Honduras"
"1989","23.08","Hong Kong"
"1989","10.63","Hungary"
"1989","1.38","Iceland"
"1989","24.16","India"
"1989","26.05","Indonesia"
"1989","17.99","Iran"
"1989","22.34","Iraq"
"1989","10.3","Ireland"
"1989","10.41","Isle Of Man"
"1989","19.9","Israel"
"1989","13.33","Italy"
"1989","26.44","Jamaica"
"1989","12.91","Japan"
"1989","12.36","Jersey"
"1989","19.75","Jordan"
"1989","6.52","Kazakhstan"
"1989","24.02","Kenya"
"1989","27.13","Kingman Reef"
"1989","26.68","Kiribati"
"1989","25.3","Kuwait"
"1989","3.35","Kyrgyzstan"
"1989","23.82","Laos"
"1989","7.6","Latvia"
"1989","18.11","Lebanon"
"1989","13.83","Lesotho"
"1989","25.84","Liberia"
"1989","22.66","Libya"
"1989","5.88","Liechtenstein"
"1989","8.12","Lithuania"
"1989","10.59","Luxembourg"
"1989","22.83","Macau"
"1989","10.59","Macedonia"
"1989","22.93","Madagascar"
"1989","21.54","Malawi"
"1989","26.11","Malaysia"
"1989","28.77","Mali"
"1989","18.97","Malta"
"1989","26.38","Martinique"
"1989","28.22","Mauritania"
"1989","23.76","Mauritius"
"1989","26.39","Mayotte"
"1989","20.97","Mexico"
"1989","10.51","Moldova"
"1989","10.1","Monaco"
"1989","0.67","Mongolia"
"1989","10.55","Montenegro"
"1989","26.64","Montserrat"
"1989","18.53","Morocco"
"1989","23.8","Mozambique"
"1989","20.72","Namibia"
"1989","15.04","Nepal"
"1989","10.93","Netherlands"
"1989","10.56","Netherlands (Europe)"
"1989","23.17","New Caledonia"
"1989","11.28","New Zealand"
"1989","26.16","Nicaragua"
"1989","27.17","Niger"
"1989","26.38","Nigeria"
"1989","25.48","Niue"
"1989","2.19","North America"
"1989","8.2","North Korea"
"1989","27.43","Northern Mariana Islands"
"1989","1.49","Norway"
"1989","21.73","Oceania"
"1989","26.67","Oman"
"1989","20.65","Pakistan"
"1989","27.61","Palau"
"1989","23.52","Palestina"
"1989","27.15","Palmyra Atoll"
"1989","26.53","Panama"
"1989","24.89","Papua New Guinea"
"1989","23.37","Paraguay"
"1989","20.02","Peru"
"1989","26.73","Philippines"
"1989","9.42","Poland"
"1989","16.06","Portugal"
"1989","25.62","Puerto Rico"
"1989","26.75","Qatar"
"1989","23.58","Reunion"
"1989","9.68","Romania"
"1989","-4.07","Russia"
"1989","19.19","Rwanda"
"1989","26.85","Saint Barthélemy"
"1989","26.09","Saint Kitts And Nevis"
"1989","26.92","Saint Lucia"
"1989","26.85","Saint Martin"
"1989","4.41","Saint Pierre And Miquelon"
"1989","27.04","Saint Vincent And The Grenadines"
"1989","26.48","Samoa"
"1989","14.27","San Marino"
"1989","25.97","Sao Tome And Principe"
"1989","25.48","Saudi Arabia"
"1989","28.28","Senegal"
"1989","10.61","Serbia"
"1989","26.94","Seychelles"
"1989","26.36","Sierra Leone"
"1989","26.79","Singapore"
"1989","26.85","Sint Maarten"
"1989","8.73","Slovakia"
"1989","10.53","Slovenia"
"1989","26.99","Solomon Islands"
"1989","26.86","Somalia"
"1989","17.41","South Africa"
"1989","22.1","South America"
"1989","2.48","South Georgia And The South Sandwich Isla"
"1989","12.95","South Korea"
"1989","15.05","Spain"
"1989","27.29","Sri Lanka"
"1989","26.73","Sudan"
"1989","26.36","Suriname"
"1989","-7.93","Svalbard And Jan Mayen"
"1989","19.23","Swaziland"
"1989","4.41","Sweden"
"1989","8.14","Switzerland"
"1989","18.6","Syria"
"1989","22.18","Taiwan"
"1989","4.04","Tajikistan"
"1989","22.31","Tanzania"
"1989","26.32","Thailand"
"1989","26.46","Timor Leste"
"1989","27.07","Togo"
"1989","23.75","Tonga"
"1989","26.33","Trinidad And Tobago"
"1989","20.75","Tunisia"
"1989","12.18","Turkey"
"1989","15.66","Turkmenistan"
"1989","26.96","Turks And Caicas Islands"
"1989","22.96","Uganda"
"1989","9.52","Ukraine"
"1989","27.59","United Arab Emirates"
"1989","9.59","United Kingdom"
"1989","9.74","United Kingdom (Europe)"
"1989","8.87","United States"
"1989","18.1","Uruguay"
"1989","12.97","Uzbekistan"
"1989","25.09","Venezuela"
"1989","23.89","Vietnam"
"1989","26.56","Virgin Islands"
"1989","23.25","Western Sahara"
"1989","25.89","Yemen"
"1989","21.64","Zambia"
"1989","21.43","Zimbabwe"
"1990","14.99","Afghanistan"
"1990","24.7","Africa"
"1990","7.22","Åland"
"1990","13.47","Albania"
"1990","24.01","Algeria"
"1990","27.16","American Samoa"
"1990","12.46","Andorra"
"1990","22.47","Angola"
"1990","27.1","Anguilla"
"1990","26.93","Antigua And Barbuda"
"1990","15.16","Argentina"
"1990","9.26","Armenia"
"1990","28.24","Aruba"
"1990","8.43","Asia"
"1990","22.36","Australia"
"1990","7.34","Austria"
"1990","11.99","Azerbaijan"
"1990","25.99","Bahamas"
"1990","26.34","Bahrain"
"1990","25.91","Baker Island"
"1990","25.28","Bangladesh"
"1990","26.94","Barbados"
"1990","7.76","Belarus"
"1990","10.94","Belgium"
"1990","25.55","Belize"
"1990","27.79","Benin"
